Kategori,Isim,Kutle_Mgunes,Yaricap_Rgunes,Hiz_veq_kms,Acisal_Momentum_J,Evrenaki_Kutlesi_Mevr_kg
Konvektif (Gercek Gozlem),HD 18599,0.863,0.767,4.5,2.885183899174395e+41,3.8000473491428636e+28
Konvektif (Gercek Gozlem),HD 73583,0.73,0.65,3.5,1.6086408299325002e+41,2.8374734192706667e+28
Konvektif (Gercek Gozlem),Kepler-784,1.016,1.487,4.8,7.024262618894977e+41,5.929289128052276e+28
Radyatif (Gercek Gozlem),HD 33142,1.52,4.17,2.0,1.2279041440848e+42,7.839430072913981e+28
Konvektif (Gercek Gozlem),TOI-5218,0.739,0.708,2.0,1.01359046925864e+41,2.25233775701267e+28
Konvektif (Gercek Gozlem),TOI-771,0.22,0.232,0.11977054849578639,5.921279080536933e+38,1.7215118772206825e+27
Konvektif (Gercek Gozlem),TOI-4364,0.487,0.4684,2.24197119438219,4.953711413321795e+40,1.5745904361778018e+28
Konvektif (Gercek Gozlem),HD 95338,0.848,0.868,1.23,8.769513790320192e+40,2.0950288879157006e+28
Konvektif (Gercek Gozlem),KOI-142,0.99,0.897,1.8,1.5482994846719399e+41,2.783746876070044e+28
Radyatif (Gercek Gozlem),HD 148427,1.64,3.86,2.13,1.3060673796708718e+42,8.085093550557399e+28
Konvektif (Gercek Gozlem),Pr0211,0.935,0.827,5.1,3.819813181128946e+41,4.372434572378924e+28
Konvektif (Gercek Gozlem),GJ 3998,0.52,0.5,0.93,2.34213067998e+40,1.0826992091839576e+28
Konvektif (Gercek Gozlem),HD 137388,0.68,0.88,4.0,2.3184962760960004e+41,3.406476987438187e+28
Konvektif (Gercek Gozlem),HD 87883,0.8,0.798557,2.17,1.3427973277835407e+41,2.5924327081457614e+28
Konvektif (Gercek Gozlem),HD 216435,1.3,1.800029,5.8,1.3146364648049235e+42,8.111573266704017e+28
Konvektif (Gercek Gozlem),HD 215152,0.77,0.73,3.35,1.82395121793885e+41,3.0214044705515543e+28
Konvektif (Gercek Gozlem),HATS-76,0.662,0.6259,2.0886988710982974,8.3828867591831e+40,2.0483259063464875e+28
Radyatif (Gercek Gozlem),HAT-P-33,1.82,1.79,15.57,4.913238632599207e+42,1.5681448895731216e+29
Konvektif (Gercek Gozlem),CoRoT-26,1.09,1.79,2.0,3.779761099842e+41,4.34945091045208e+28
Radyatif (Gercek Gozlem),mu Leo,1.5,11.4,2.4,3.97522924344e+42,1.4105333125970282e+29
Radyatif (Gercek Gozlem),WASP-176,1.345,1.925,3.8,9.52996797677925e+41,6.906340378327553e+28
Konvektif (Gercek Gozlem),WASP-65,0.93,1.01,3.6,3.2753796740028007e+41,4.048863008509387e+28
Radyatif (Gercek Gozlem),HD 60292,1.7,27.0,3.4,1.511633225466e+43,2.7505875479957348e+29
Radyatif (Gercek Gozlem),HD 2685,1.43,1.56,15.4,3.3276388280335206e+42,1.2905366708914846e+29
Konvektif (Gercek Gozlem),WASP-117,1.29,1.22,1.67,2.5457798143650603e+41,3.5695434879740348e+28
Konvektif (Gercek Gozlem),K2-37,0.84,0.809,1.3,8.5570877682108e+40,2.069499144917972e+28
Konvektif (Gercek Gozlem),Kepler-12,1.166,1.483,0.8,1.3399374176828643e+41,2.589670535395616e+28
Konvektif (Gercek Gozlem),HIP 65407,0.93,0.952252,2.8,2.4018600569086475e+41,3.4671777580835665e+28
Radyatif (Gercek Gozlem),TOI-2109,1.453,1.698,81.2,1.9405022737057124e+43,3.1164440620875394e+29
Konvektif (Gercek Gozlem),HD 31527,0.96,1.073694,1.9,1.8969687943582522e+41,3.081288417221173e+28
Konvektif (Gercek Gozlem),LTT 3780,0.381,0.38,1.3,1.8230843002553998e+40,9.552248974625987e+27
Konvektif (Gercek Gozlem),HD 168443,0.98,1.711479,2.2,3.574169608781412e+41,4.229507865069853e+28
Konvektif (Gercek Gozlem),TOI-561,0.806,0.843,2.0,1.31627744214876e+41,2.5667051225120753e+28
Konvektif (Gercek Gozlem),K2-189,0.85,0.879,1.9,1.37504283760935e+41,2.6233749797409977e+28
Konvektif (Gercek Gozlem),CoRoT-7,0.899,0.864273,3.5,2.634107581815423e+41,3.630939496977032e+28
Konvektif (Gercek Gozlem),Kepler-51,1.04,0.94,5.784136194436206,5.477148674357631e+41,5.235757493268426e+28
Konvektif (Gercek Gozlem),HD 185269,1.3,2.0,6.1,1.5362362524600003e+42,8.768620263435082e+28
Konvektif (Gercek Gozlem),Kepler-47,0.957,0.936,4.1,3.5573489609177525e+41,4.219543737650163e+28
Konvektif (Gercek Gozlem),HD 190007,0.77,0.79,2.55,1.5024942664231501e+41,2.742260258151875e+28
Konvektif (Gercek Gozlem),TOI-2095,0.44,0.44,0.5565200486140419,1.0436166369947524e+40,7.227244628117431e+27
Konvektif (Gercek Gozlem),HD 155358,0.92,1.38,2.0,2.4595278009120002e+41,3.5085536840005046e+28
Radyatif (Gercek Gozlem),HATS-27,1.415,1.74,9.32,2.2226773659100924e+42,1.0547279905687225e+29
Konvektif (Gercek Gozlem),HD 32963,0.94,1.111044,1.2,1.2139343051390756e+41,2.4649030960604407e+28
Radyatif (Gercek Gozlem),XO-3,1.449,1.523,18.63,3.98231830636378e+42,1.4117904608996964e+29
Radyatif (Gercek Gozlem),KOI-134,1.407,1.667,10.59,2.405916130342717e+42,1.097343258692902e+29
Konvektif (Gercek Gozlem),HD 110067,0.798,0.788,2.5,1.5227336463066001e+41,2.760668310582431e+28
Konvektif (Gercek Gozlem),HD 23472,0.67,0.71,1.45,6.681223194691502e+40,1.8286485591547244e+28
Radyatif (Gercek Gozlem),HD 1690,1.86,21.66,3.5,1.36582251422526e+43,2.6145646902775125e+29
Konvektif (Gercek Gozlem),NGTS-8,0.89,0.98,3.56,3.0076057524895204e+41,3.8798301308552017e+28
Konvektif (Gercek Gozlem),KOBE-1,0.629,0.619,2.0,7.5426875300322e+40,1.9429665164124675e+28
Konvektif (Gercek Gozlem),TOI-6420,1.165,1.312,6.42,9.504945148529377e+41,6.897267432881486e+28
Konvektif (Gercek Gozlem),Kepler-970,0.67,0.71,5.2,2.3960248698204006e+41,3.4629635380072325e+28
Konvektif (Gercek Gozlem),TOI-5388,0.292,0.3,2.0,1.69702768872e+40,9.216090318391891e+27
Konvektif (Gercek Gozlem),HD 45364,0.82,0.89,1.0,7.069011456779998e+40,1.880968838700461e+28
Radyatif (Gercek Gozlem),HAT-P-70,1.89,1.858,99.85,3.396334131109893e+43,4.122944254398104e+29
Konvektif (Gercek Gozlem),Kepler-454,1.03,1.066,2.4,2.5524691255627198e+41,3.5742300917207554e+28
Konvektif (Gercek Gozlem),BD+63 1405,0.816,0.804724,2.1,1.3357070980563621e+41,2.585579376270008e+28
Konvektif (Gercek Gozlem),Kepler-943,0.93,0.91,0.5,4.098728689965001e+40,1.4322764260935259e+28
Konvektif (Gercek Gozlem),HD 125595,0.29,0.74,1.5,3.11799779109e+40,1.249223540844472e+28
Konvektif (Gercek Gozlem),HD 113538,0.585,0.53,2.0,6.00643190511e+40,1.7338460643118608e+28
Konvektif (Gercek Gozlem),TOI-122,0.312,0.334,7.2,7.267555947375362e+40,1.9072009304414566e+28
Konvektif (Gercek Gozlem),GJ 900 A,1.08,0.716187,3.0448619102883483,2.2812486089070565e+41,3.379002915837825e+28
Konvektif (Gercek Gozlem),Kepler-137,0.85,0.802,5.4,3.5656760200698e+41,4.224479414871811e+28
Konvektif (Gercek Gozlem),HD 27894,0.8,0.891767,1.5,1.036543349922444e+41,2.277697226205996e+28
Konvektif (Gercek Gozlem),TOI-5076,0.789,0.844,2.3,1.483549741913148e+41,2.7249172250637613e+28
Konvektif (Gercek Gozlem),KOI-94,1.277,1.52,7.3,1.372499427047112e+42,8.288164152414754e+28
Konvektif (Gercek Gozlem),HD 196067,1.16,1.71,1.45,2.7859731614442e+41,3.734141081539078e+28
Konvektif (Gercek Gozlem),HATS-52,1.111,1.046,4.59,5.166700120921739e+41,5.085209923353535e+28
Konvektif (Gercek Gozlem),K2-241,0.71,0.75,2.08,1.072846956636e+41,2.3172406839962843e+28
Konvektif (Gercek Gozlem),LHS 3844,0.151,0.189,0.0735540483832545,2.0332939061880607e+38,1.008793644761773e+27
Radyatif (Gercek Gozlem),TOI-1601,1.5055,2.195,6.4,2.048566586989104e+42,1.0125752328082337e+29
Radyatif (Gercek Gozlem),HD 4732,1.39,5.03,1.45,9.81986718737115e+41,7.010598007394021e+28
Konvektif (Gercek Gozlem),TOI-237,0.179,0.211,6.4,2.34137127946176e+40,1.0825236705163118e+28
Konvektif (Gercek Gozlem),HATS-48 A,0.7279,0.7152,0.73,3.681094034765477e+40,1.357346457905839e+28
Konvektif (Gercek Gozlem),TOI-1694,0.828,0.812,1.2,7.81488224741952e+40,1.9777139520633276e+28
Konvektif (Gercek Gozlem),K2-155,0.65,0.58,0.8432121948697605,3.0791656660642193e+40,1.2414201371772163e+28
Konvektif (Gercek Gozlem),HIP 109600,0.87,0.971958,2.7,2.2114918437802938e+41,3.3269396968758114e+28
Konvektif (Gercek Gozlem),HAT-P-44,0.942,0.949,0.2,1.7318167563387598e+40,9.310076011089826e+27
Konvektif (Gercek Gozlem),eps Ind A,0.8,0.713,2.0,1.105005243888e+41,2.3517135829467446e+28
Konvektif (Gercek Gozlem),Kepler-407,0.99,1.04,2.0,1.994588708112e+41,3.1595769443118527e+28
Radyatif (Gercek Gozlem),HD 48265,1.312,1.901,3.1,7.489149018597793e+41,6.122354801978587e+28
Konvektif (Gercek Gozlem),Kepler-9,1.022,0.958,2.74,2.5984944537270264e+41,3.606310822208967e+28
Konvektif (Gercek Gozlem),TOI-836,0.678,0.665,1.86,8.12304968986602e+40,2.0163309339908412e+28
Konvektif (Gercek Gozlem),TOI-2180,1.111,1.636,2.2,3.873244078535833e+41,4.402908811079085e+28
Konvektif (Gercek Gozlem),61 Vir,0.942,0.963,1.9,1.6694969015137138e+41,2.8906470465825613e+28
Konvektif (Gercek Gozlem),K2-285,0.83,0.787,3.9,2.4675857765640896e+41,3.5142963964330654e+28
Konvektif (Gercek Gozlem),K2-291,0.934,0.899,2.0,1.62663978456252e+41,2.8533033948523023e+28
Konvektif (Gercek Gozlem),HD 220773,1.16,1.679696,3.0,5.661933424543469e+41,5.32334529481652e+28
Konvektif (Gercek Gozlem),BD-11 4672,0.651,0.639,1.0,4.029365589057901e+40,1.4201054517263757e+28
Konvektif (Gercek Gozlem),TOI-169,1.147,1.288,2.5,3.5774544770874e+41,4.231450999716291e+28
Konvektif (Gercek Gozlem),GJ 536,0.528,0.529,1.2,3.24657669720384e+40,1.2747208564481024e+28
Konvektif (Gercek Gozlem),Kepler-26,0.544,0.512,1.9,5.125984494059522e+40,1.6017358723692853e+28
Konvektif (Gercek Gozlem),Kepler-102,0.803,0.724,0.5,2.8156517735346005e+40,1.1871120932284318e+28
Konvektif (Gercek Gozlem),Kepler-10,0.91,1.065,2.04,1.9150318175952606e+41,3.0959237445079473e+28
Konvektif (Gercek Gozlem),HD 108236,0.869,0.877,4.7,3.469541241887721e+41,4.1671418599226165e+28
Konvektif (Gercek Gozlem),K2-292,1.0,1.09,4.6,4.85667627354e+41,4.930282857682382e+28
Konvektif (Gercek Gozlem),K2-157,0.89,0.86,3.0,2.2241523851820006e+41,3.3364492832545395e+28
Konvektif (Gercek Gozlem),HD 221585,1.19,1.850575,3.7,7.892420261003664e+41,6.285030064202258e+28
Konvektif (Gercek Gozlem),XO-2 N,0.96,0.998,1.07,9.929797192748159e+40,2.2293201799739127e+28
Konvektif (Gercek Gozlem),HD 43197,0.96,1.0,2.18,2.027134444608e+41,3.18525007512457e+28
Konvektif (Gercek Gozlem),TOI-712,0.732,0.674,2.738036065563924,1.308473611498871e+41,2.559085183120879e+28
Konvektif (Gercek Gozlem),NGTS-18,1.003,1.392,0.5,6.7618416961368e+40,1.8396481058130713e+28
Konvektif (Gercek Gozlem),Kepler-1046,1.04,1.04,6.1,6.3907428102336e+41,5.6555901328613725e+28
Konvektif (Gercek Gozlem),Kepler-1361,0.83,0.79,3.4,2.1594289889717997e+41,3.287545117219953e+28
Konvektif (Gercek Gozlem),K2-229,0.87,0.79,2.46,1.63770727221738e+41,2.862993729329682e+28
Konvektif (Gercek Gozlem),TOI-5293 A,0.54,0.52,2.0,5.439787385760001e+40,1.6500352448324215e+28
Radyatif (Gercek Gozlem),K2-99,1.44,2.55,9.3,3.3078091757256e+42,1.2866857223155973e+29
Radyatif (Gercek Gozlem),Kepler-419,1.39,1.74,14.41,3.375847781392086e+42,1.2998513392693193e+29
Konvektif (Gercek Gozlem),HD 142,1.21,1.47,10.4,1.7918055227872802e+42,9.469950163303896e+28
Konvektif (Gercek Gozlem),Wolf 1061,0.294,0.307,0.16349440662632617,1.4293659486098108e+39,2.6746932023646805e+27
Konvektif (Gercek Gozlem),Kepler-107,1.238,1.447,3.6,6.2466403627096565e+41,5.591463697443462e+28
Konvektif (Gercek Gozlem),HD 176986,0.789,0.782,1.1,6.57402373786158e+40,1.8139190089697754e+28
Konvektif (Gercek Gozlem),WASP-41,0.93,0.87,2.64,2.06900220991464e+41,3.21797551513202e+28
Konvektif (Gercek Gozlem),TOI-2040,0.92,0.87,1.86,1.4420318432738402e+41,2.6865175586551006e+28
Radyatif (Gercek Gozlem),Kepler-435,1.538,3.21,6.0,2.86924375296468e+42,1.1983563470090008e+29
Konvektif (Gercek Gozlem),Kepler-65,1.25,1.41,10.4,1.77548616063e+42,9.42672643088271e+28
Konvektif (Gercek Gozlem),HAT-P-9,1.281,1.338,11.9,1.9756364539895802e+42,9.94387768442884e+28
Radyatif (Gercek Gozlem),7 CMa,1.34,4.87,1.15,7.269196794923701e+41,6.031779699305956e+28
Konvektif (Gercek Gozlem),Kepler-539,1.048,0.952,4.4,4.252122170360064e+41,4.613230185514795e+28
Radyatif (Gercek Gozlem),HD 33844,1.84,5.39,3.44,3.304607295173185e+42,1.2860628309658064e+29
Konvektif (Gercek Gozlem),Kepler-1928,1.01,0.92,10.4,9.360463775644799e+41,6.844645209670861e+28
Konvektif (Gercek Gozlem),HD 136352,0.87,1.058,1.0,8.915788278306e+40,2.1124290510331107e+28
Radyatif (Gercek Gozlem),HD 213240,1.57,1.51,3.97,9.116369783301691e+41,6.754811351392528e+28
Konvektif (Gercek Gozlem),HD 22496,0.684,0.674,1.1366500386844371,5.0757192917136365e+40,1.5938632456715728e+28
Konvektif (Gercek Gozlem),TOI-178,0.647,0.662,1.5,6.2231225810481e+40,1.764844459574424e+28
Konvektif (Gercek Gozlem),Gaia-5,0.339,0.345,2.0,2.265706316601e+40,1.0648883253402422e+28
Radyatif (Gercek Gozlem),TOI-4153,1.572,1.605,9.44,2.3070361473772704e+42,1.07455700008658e+29
Konvektif (Gercek Gozlem),Kepler-589,0.832,0.916,3.9,2.8789772528724483e+41,3.795957792168159e+28
Radyatif (Gercek Gozlem),WASP-73,2.52,2.55,6.1,3.7968669839645995e+42,1.3785259612383468e+29
Radyatif (Gercek Gozlem),HATS-39,1.379,1.621,7.75,1.67804579957353e+42,9.16440266765551e+28
Konvektif (Gercek Gozlem),TOI-2076,0.849,0.758,5.27,3.2850526737111175e+41,4.0548372437903365e+28
Konvektif (Gercek Gozlem),HD 210277,1.01,1.07,1.8,1.8842237909586e+41,3.0709199768631703e+28
Konvektif (Gercek Gozlem),TOI-532,0.639,0.612,2.0,7.5759500476296e+40,1.947245950209014e+28
Konvektif (Gercek Gozlem),Kepler-107,1.238,1.447,3.6,6.2466403627096565e+41,5.591463697443462e+28
Konvektif (Gercek Gozlem),Kepler-11,0.961,1.065,0.4,3.9654074051046003e+40,1.4087896901039711e+28
Konvektif (Gercek Gozlem),HD 141399,1.07,1.387236,2.9,4.169528557280148e+41,4.568206573448538e+28
Konvektif (Gercek Gozlem),K2-185,0.96,0.94,2.741047134908039,2.3959095402652238e+41,3.462880194370964e+28
Konvektif (Gercek Gozlem),TOI-4600,0.89,0.81,2.5,1.7457009999975e+41,2.9558826502805773e+28
Radyatif (Gercek Gozlem),HD 184010,1.35,4.86,1.34,8.515882541111402e+41,6.5285553333258425e+28
Konvektif (Gercek Gozlem),HD 231701,1.21,1.53,4.0,7.172847854172001e+41,5.991672505258467e+28
Konvektif (Gercek Gozlem),TYC 3318-01333-1,1.19,5.9,1.5,1.0201054282965002e+42,7.145371071019865e+28
Konvektif (Gercek Gozlem),WASP-70 A,1.106,1.215,1.8,2.3429268881764202e+41,3.4243774327144175e+28
Konvektif (Gercek Gozlem),HD 86226,1.019,1.053,2.4,2.494414505740248e+41,3.5333492731100086e+28
Konvektif (Gercek Gozlem),GJ 317,0.402,0.403,2.5,3.9230688889665005e+40,1.401248708269048e+28
Konvektif (Gercek Gozlem),TOI-1117,0.97,1.05,1.32,1.3022362815462002e+41,2.5529784775508466e+28
Konvektif (Gercek Gozlem),NGTS-39,1.16,1.16,4.0,5.2135170272640005e+41,5.108197217721251e+28
Konvektif (Gercek Gozlem),HD 118203,1.27,2.04,5.89,1.4781006557455322e+42,8.601105266131538e+28
Konvektif (Gercek Gozlem),HD 110113,0.997,0.968,1.74,1.6265768628052942e+41,2.8532482085100547e+28
Radyatif (Gercek Gozlem),HD 99706,1.72,5.4,0.89,8.0069485866552e+41,6.330467419632379e+28
Radyatif (Gercek Gozlem),WASP-14,1.62,1.4,4.9,1.0764502346051998e+42,7.340053686341699e+28
Konvektif (Gercek Gozlem),BEBOP-3,1.083,1.414,2.0,2.96662524595164e+41,3.8533069179552986e+28
Konvektif (Gercek Gozlem),WASP-180 A,1.3,1.19,19.9,2.9819353028283004e+42,1.2216628469122223e+29
Konvektif (Gercek Gozlem),TOI-2374,0.802,0.711,0.42,2.3197868695277646e+40,1.0775223845717244e+28
Konvektif (Gercek Gozlem),TOI-1855,0.987,1.041,5.74,5.712610332724004e+41,5.347115419263637e+28
Konvektif (Gercek Gozlem),WTS-2,0.82,0.752,2.2,1.3140418600108798e+41,2.56452453412724e+28
Konvektif (Gercek Gozlem),TRAPPIST-1,0.0898,0.1192,2.04,2.1151325368240708e+39,3.253651630561177e+27
Konvektif (Gercek Gozlem),GJ 685,0.55,0.54,1.33,3.8261581468110003e+40,1.3838331067990002e+28
Konvektif (Gercek Gozlem),TOI-469,0.901,0.98,1.94,1.659233177315532e+41,2.881747795511362e+28
Konvektif (Gercek Gozlem),TOI-5398,1.146,1.051,7.5,8.74990672760295e+41,6.617652677874514e+28
Konvektif (Gercek Gozlem),omi CrB,1.3,11.87,2.3,3.4377693383943003e+42,1.311718443291708e+29
Konvektif (Gercek Gozlem),TOI-3321,1.041,1.549,5.19,8.10633097408672e+41,6.36963319960664e+28
Konvektif (Gercek Gozlem),HAT-P-55,1.028,1.105,1.8,1.98053592403212e+41,3.148426942517957e+28
Konvektif (Gercek Gozlem),TAP 26,1.04,1.17,68.2,8.03819249369136e+42,2.005771513959626e+29
Konvektif (Gercek Gozlem),TOI-451,0.93,0.85,8.7,6.661560145558501e+41,5.774178891380329e+28
Konvektif (Gercek Gozlem),HD 205739,1.22,1.33,4.48,7.04116160512128e+41,5.936417191764835e+28
Radyatif (Gercek Gozlem),HIP 65891,2.5,8.93,2.5,5.4061277326875006e+42,1.6449223799254874e+29
Konvektif (Gercek Gozlem),WASP-62,1.11,1.23,9.3,1.2298888528371903e+42,7.845763101222214e+28
Konvektif (Gercek Gozlem),GJ 4274,0.18,0.19,2.3,7.61918938326e+39,6.175279831497298e+27
Konvektif (Gercek Gozlem),HATS-45,1.272,1.315,9.9,1.603994538598452e+42,8.959911100946228e+28
Konvektif (Gercek Gozlem),Kepler-36,1.034,1.634,4.9,8.019060637471886e+41,6.3352536354896955e+28
Konvektif (Gercek Gozlem),HD 307842,0.91,0.907,1.1,8.794197019307702e+40,2.0979752166466396e+28
Konvektif (Gercek Gozlem),HATS-7,0.849,0.815,0.5,3.3511211580892494e+40,1.2950821660657234e+28
Konvektif (Gercek Gozlem),HATS-37 A,0.843,0.877,3.98,2.8501326059072957e+41,3.7768939563474602e+28
Konvektif (Gercek Gozlem),K2-139,0.96,0.88,2.8,2.2912198493184e+41,3.3863796026738355e+28
Konvektif (Gercek Gozlem),K2-233,0.79,0.71,4.5,2.4448531607955e+41,3.49807122658813e+28
Konvektif (Gercek Gozlem),TOI-561,0.806,0.843,2.0,1.31627744214876e+41,2.5667051225120753e+28
Konvektif (Gercek Gozlem),K2-268,0.84,0.78,1.5867442991517808,1.007014356011119e+41,2.245019352243437e+28
Konvektif (Gercek Gozlem),TOI-6109,1.03,1.021,18.2,1.8539122805281256e+42,9.632673690561468e+28
Konvektif (Gercek Gozlem),TOI-1064,0.748,0.726,2.7,1.420223875126056e+41,2.6661259541202314e+28
Konvektif (Gercek Gozlem),HD 216520,0.82,0.76,0.2,1.2072918443039997e+40,7.773353023787896e+27
Konvektif (Gercek Gozlem),HD 93083,0.836,0.837,0.9,6.09998927405868e+40,1.7472972513897154e+28
Konvektif (Gercek Gozlem),K2-140,0.96,1.06,3.6,3.5484151562496006e+41,4.214241997900081e+28
Konvektif (Gercek Gozlem),HD 224018,1.013,1.147,2.1,2.3634530773627408e+41,3.439345065749437e+28
Konvektif (Gercek Gozlem),Gaia-4,0.644,0.624,2.0,7.7849401698432e+40,1.9739215920023198e+28
Konvektif (Gercek Gozlem),HD 192310,0.8,0.857922,3.0,1.9944073818658078e+41,3.1594333239138465e+28
Konvektif (Gercek Gozlem),TOI-178,0.647,0.662,1.5,6.2231225810481e+40,1.764844459574424e+28
Konvektif (Gercek Gozlem),TOI-1136,1.022,0.968,6.7,6.420308287144752e+41,5.668657258190391e+28
Konvektif (Gercek Gozlem),Kepler-97,0.94,0.98,0.5,4.46147804466e+40,1.4943132182793286e+28
Konvektif (Gercek Gozlem),HD 134606,1.046,1.158,1.3,1.5252408303645242e+41,2.762940098846233e+28
Radyatif (Gercek Gozlem),KELT-7,1.76,1.81,69.3,2.1383525249966883e+43,3.2714622250720725e+29
Konvektif (Gercek Gozlem),WASP-28,0.993,1.083,3.25,3.385446013082543e+41,4.116330190795239e+28
Radyatif (Gercek Gozlem),WASP-113,1.318,1.608,6.8,1.3959349919790915e+42,8.358625258687565e+28
Konvektif (Gercek Gozlem),TOI-1736,1.0373,1.4286,4.0,5.741559126045945e+41,5.360646617936321e+28
Radyatif (Gercek Gozlem),Kepler-5,1.374,1.793,4.8,1.1454155801184098e+42,7.57153267925547e+28
Konvektif (Gercek Gozlem),BD-17 63,0.741,0.74,1.5,7.967021942060999e+40,1.9968721715472925e+28
Radyatif (Gercek Gozlem),WASP-172,1.49,1.91,13.7,3.77654817698613e+42,1.3748324453349982e+29
Konvektif (Gercek Gozlem),WASP-18,1.294,1.319,11.2,1.8516202470353954e+42,9.626717303307892e+28
Konvektif (Gercek Gozlem),GJ 1289,0.21,0.245012,0.16828436569869382,8.386973035986785e+38,2.04882507847683e+27
Radyatif (Gercek Gozlem),HD 184010,1.35,4.86,1.34,8.515882541111402e+41,6.5285553333258425e+28
Konvektif (Gercek Gozlem),TOI-2714,1.07,1.25,2.9,3.7570468879125005e+41,4.336362355481902e+28
Konvektif (Gercek Gozlem),TIC 245076932,1.117,1.288,4.2,5.8529276142311515e+41,5.412386904422015e+28
Konvektif (Gercek Gozlem),CoRoT-1,0.95,1.11,5.2,5.311347961374001e+41,5.155901776605136e+28
Konvektif (Gercek Gozlem),TOI-125,0.859,0.848,1.0,7.055760692635201e+40,1.8792050867522883e+28
Konvektif (Gercek Gozlem),TOI-3714,0.53,0.51,2.0,5.236376532660001e+40,1.618891310559608e+28
Konvektif (Gercek Gozlem),HATS-10,1.101,1.105,5.68,6.693492162452005e+41,5.788001535420845e+28
Konvektif (Gercek Gozlem),WASP-2,0.895,0.866,0.99,7.432432067290231e+40,1.9287135530230325e+28
Radyatif (Gercek Gozlem),bet Pic,1.789,1.54416,116.41,3.114926149260761e+43,3.948445386132506e+29
Konvektif (Gercek Gozlem),Kepler-97,0.94,0.98,0.5,4.46147804466e+40,1.4943132182793286e+28
Konvektif (Gercek Gozlem),HD 171238,0.92,1.01,1.48,1.3320659988417602e+41,2.5820528637500823e+28
Konvektif (Gercek Gozlem),WASP-145 A,0.76,0.68,2.1,1.0512272888208001e+41,2.2937737120182425e+28
Konvektif (Gercek Gozlem),TOI-3785,0.52,0.5,2.0,5.036840171999999e+40,1.5877471546272809e+28
Konvektif (Gercek Gozlem),TOI-244,0.428,0.426,0.40436217074805025,7.141323614836559e+39,5.97849148486618e+27
Konvektif (Gercek Gozlem),HD 40307,0.77,0.716684,1.0,5.345314474247747e+40,1.635644389741721e+28
Konvektif (Gercek Gozlem),HD 113538,0.585,0.53,2.0,6.00643190511e+40,1.7338460643118608e+28
Radyatif (Gercek Gozlem),HIP 21152,1.4,1.59186,45.6,9.843568658719285e+42,2.2196195710977236e+29
Konvektif (Gercek Gozlem),PDS 70,0.982,1.26,17.27,2.0698038811454003e+42,1.0178103352055094e+29
Konvektif (Gercek Gozlem),TOI-5344,0.612,0.588,2.0,6.971296757443201e+40,1.8679233164768402e+28
Radyatif (Gercek Gozlem),WASP-136,1.41,2.39014,12.2,3.982512154000915e+42,1.4118248214019982e+29
Radyatif (Gercek Gozlem),HD 11977,1.91,10.09,2.4,4.4801298512661607e+42,1.4974335487312772e+29
Radyatif (Gercek Gozlem),HD 102272,1.45,10.3,3.0,4.339915844355001e+42,1.473814795769716e+29
Konvektif (Gercek Gozlem),HD 128311,0.828,0.76,3.65,2.22480329991192e+41,3.3369374658825734e+28
Radyatif (Gercek Gozlem),HD 181342,1.69,4.71,3.33,2.567477650065237e+42,1.1335889241173363e+29
Konvektif (Gercek Gozlem),K2-233,0.79,0.71,4.5,2.4448531607955e+41,3.49807122658813e+28
Radyatif (Gercek Gozlem),WASP-187,1.54,2.83,15.3,6.45882345414306e+42,1.7979556088632925e+29
Radyatif (Gercek Gozlem),eps CrB,1.7,21.0,2.4,8.299162806480001e+42,2.03807142622097e+29
Konvektif (Gercek Gozlem),EPIC 201595106,0.958,0.98,2.5,2.2734553014810004e+41,3.373226224635337e+28
Radyatif (Gercek Gozlem),WASP-169,1.337,2.011,4.3,1.1198678065740712e+42,7.486617378260494e+28
Konvektif (Gercek Gozlem),HD 110067,0.798,0.788,2.5,1.5227336463066001e+41,2.760668310582431e+28
Konvektif (Gercek Gozlem),WASP-83,1.11,1.05,0.5,5.644651173525001e+40,1.6808184725008232e+28
Konvektif (Gercek Gozlem),HD 564,0.961,1.01,2.0,1.8803105535942e+41,3.0677294097919883e+28
Radyatif (Gercek Gozlem),HD 116029,1.33,4.6,0.46,2.7259766460107996e+41,3.6937144931370653e+28
Konvektif (Gercek Gozlem),HD 211403,1.2,1.206,18.4,2.5792961112172802e+42,1.1361949632889785e+29
